file,date,eval_set_size,accuracy,finetuned_blocks,transformer_lr,reg_lr,AUG,HLA,Encoding
ESMMASK_epitope_FT_25_0.0001_1e-05_AUG_1_HLADRB30301_1.csv,2025-03-28 17:08:49,8,0.625,25,0.0001,1e-05,1,HLADRB30301,epitope
ESMMASK_epitope_FT_15_0.001_1e-06_AUG_6_HLAB3906_1.csv,2025-03-28 13:08:44,4,0.5,15,0.001,1e-06,6,HLAB3906,epitope
ESMMASK_HLA_FT_25_0.0001_0.001_AUG_6_HLAB4601_1.csv,2025-03-03 13:00:15,25,0.48,25,0.0001,0.001,6,HLAB4601,HLA
ESMMASK_HLA_FT_25_0.001_1e-05_AUG_1_HLAA2403_1.csv,2025-03-03 13:32:01,54,0.46296296296296297,25,0.001,1e-05,1,HLAA2403,HLA
ESMMASK_epitope_FT_15_0.001_1e-05_AUG_1_HLAB1402_1.csv,2025-04-02 09:48:33,13,0.46153846153846156,15,0.001,1e-05,1,HLAB1402,epitope
ESMMASK_HLA_FT_15_0.001_0.001_AUG_6_HLAB3901_4.csv,2025-03-03 16:39:31,46,0.391304347826087,15,0.001,0.001,6,HLAB3901,HLA
ESMMASK_epitope_FT_15_0.0001_0.001_AUG_3_HLAE0101_1.csv,2025-04-02 14:27:44,19,0.3684210526315789,15,0.0001,0.001,3,HLAE0101,epitope
ESMMASK_epitope_FT_25_0.0001_1e-05_AUG_1_HLADPB10401_1.csv,2025-04-02 10:40:09,30,0.36666666666666664,25,0.0001,1e-05,1,HLADPB10401,epitope
ESMMASK_epitope_FT_20_0.001_1e-06_AUG_3_HLADRB10801_1.csv,2025-03-27 22:24:43,20,0.35,20,0.001,1e-06,3,HLADRB10801,epitope
ESMMASK_epitope_FT_20_0.0001_1e-06_AUG_3_HLADRB11104_1.csv,2025-04-02 11:17:45,9,0.3333333333333333,20,0.0001,1e-06,3,HLADRB11104,epitope
ESMMASK_epitope_FT_25_0.0001_1e-05_AUG_3_HLAB5101_1.csv,2025-04-02 14:43:13,91,0.32967032967032966,25,0.0001,1e-05,3,HLAB5101,epitope
